3dmodel_id,path,meshes,materials,textures,images,image_height_max,image_height_min,image_width_max,image_width_min,vertices,faces,extent_x,extent_y,extent_z
B07DBHCKML,L/B07DBHCKML.glb,1,1,4,4,2048,2048,2048,2048,13077,25118,0.5746358335018158,1.7850971221923828,0.4054710268974304
B0853NYVYL,L/B0853NYVYL.glb,1,1,3,3,4096,4096,4096,4096,13506,23844,0.7474148571491241,0.7985829710960388,0.874664306640625
B07QBQD6TS,S/B07QBQD6TS.glb,1,1,3,3,4096,4096,4096,4096,183032,357512,1.9364818334579468,1.5769672393798828,2.2218945026397705
B07GFRKNNH,H/B07GFRKNNH.glb,1,1,3,3,2048,2048,2048,2048,1184,1296,0.4268219321966171,0.4477834105491638,0.3469689041376114
B07H8NZH9P,P/B07H8NZH9P.glb,1,1,3,3,4096,4096,4096,4096,4748,6492,2.19989395141602,0.7797799849664686,0.49987225950855063
B07QVRRMMH,H/B07QVRRMMH.glb,1,1,3,3,4096,4096,4096,4096,14286,23624,1.0999999642372131,0.3499999940395355,0.5999999642372131
B07DBJ5XCX,X/B07DBJ5XCX.glb,1,1,3,3,4096,4096,4096,4096,6021,10116,0.32387101650238037,1.3374978303909302,0.32387110590934753
B07BWK2ZCP,P/B07BWK2ZCP.glb,1,1,3,3,2048,2048,2048,2048,53953,95764,3.528313636779785,0.8776423335075378,2.475644111633301
B084W32T5B,B/B084W32T5B.glb,1,1,3,3,4096,4096,4096,4096,77003,148202,0.5283199846744537,1.065622091293335,0.6052501350641251
B07HSCYS4C,C/B07HSCYS4C.glb,1,1,3,3,2048,2048,2048,2048,3592,4234,1.3132221698760986,0.761614203453064,0.5886384546756744
B07WRBJBGD,D/B07WRBJBGD.glb,1,1,3,3,4096,4096,4096,4096,32313,50228,0.40400001406669617,0.48001500964164734,0.40499985218048096
B075X4F3PL,L/B075X4F3PL.glb,1,1,3,3,2048,2048,2048,2048,19689,35068,1.9197901487350464,0.825347363948822,0.9242149293422699
B073GCWSX8,8/B073GCWSX8.glb,1,1,3,3,4096,4096,4096,4096,50137,96216,0.7188200354576111,0.8899264335632324,0.8595220148563385
B0723H8JNN,N/B0723H8JNN.glb,1,1,3,3,2048,2048,2048,2048,35114,64137,1.988262414932251,0.8347792029380798,1.068956434726715
B075X4N4Z5,5/B075X4N4Z5.glb,1,1,3,3,4096,4096,4096,4096,29570,55508,0.8637800216674805,0.9281209111213684,0.8726010024547577
B07QBQD6QD,D/B07QBQD6QD.glb,1,1,3,3,4096,4096,4096,4096,230033,443344,1.9247037768363953,1.332021951675415,2.275862216949463
B07TTHH4KB,B/B07TTHH4KB.glb,1,1,3,3,4096,4096,4096,4096,12467,22948,0.5106839239597321,1.0373505353927612,0.5000408738851547
B07HSKB7B4,4/B07HSKB7B4.glb,1,1,3,3,2048,2048,2048,2048,9315,15734,0.7324032187461853,0.9482304854691037,0.6770851910114288
B07DBGHXWQ,Q/B07DBGHXWQ.glb,1,1,4,4,2048,2048,2048,2048,16981,25820,0.8787858486175537,1.1185234785079956,0.9530173540115356
B073NZTBB9,9/B073NZTBB9.glb,1,1,3,3,2048,2048,2048,2048,376,374,0.809687614440918,0.8174373805522919,0.028754185885190964
B075HXQJYB,B/B075HXQJYB.glb,1,1,3,3,2048,2048,2048,2048,2886,5196,0.053976695984601974,0.26811525225639343,0.05504146829247469
B07K7LR4WL,L/B07K7LR4WL.glb,1,1,3,3,4096,4096,4096,4096,5123,5376,0.8999219060037121,0.4498339614100182,0.8999219596432441
B07QDNQMQV,V/B07QDNQMQV.glb,1,1,3,3,4096,4096,4096,4096,14357,24688,1.2194018363952637,0.4569889307022095,0.4098512828350067
B07HSJN2FX,X/B07HSJN2FX.glb,1,1,3,3,2048,2048,2048,2048,7360,11038,1.7808998823165894,0.972467452287674,0.2753434181213379
B07B4SC9N7,7/B07B4SC9N7.glb,1,1,4,4,2048,2048,2048,2048,11281,20242,0.3506121039390564,1.6735814809799194,0.25256386399269104
B075Z9X4G2,2/B075Z9X4G2.glb,1,1,3,3,2048,2048,2048,2048,5009,5598,1.5985190868377686,0.7620079517364502,0.44209910929203033
B07B7J3B5M,M/B07B7J3B5M.glb,1,1,3,3,2048,2048,2048,2048,1338,1728,0.5030099153518677,0.563319742679596,0.5026091933250427
B07GFFKVG3,3/B07GFFKVG3.glb,1,1,3,3,4096,4096,4096,4096,8096,10452,0.8999220312828986,0.5257801382452822,1.89992033242227
B07DBGPVCN,N/B07DBGPVCN.glb,1,1,3,3,2048,2048,2048,2048,22713,41534,0.38303691148757935,0.7675462365150452,0.3819897770881653
B07HZ48ZV7,7/B07HZ48ZV7.glb,1,1,3,3,2048,2048,2048,2048,8143,14010,0.8307763338088989,0.9596812129020691,0.9089801609516144
B07TC2NYX8,8/B07TC2NYX8.glb,1,1,3,3,4096,4096,4096,4096,34752,56460,0.4099998152023831,0.770000049769877,0.4099999069935338
B07JK89F5M,M/B07JK89F5M.glb,1,1,3,3,4096,4096,4096,4096,12592,19776,0.3497578410373382,0.43992798209405004,0.349757880369966
B07B4ZFC7S,S/B07B4ZFC7S.glb,1,1,3,3,2048,2048,2048,2048,13148,23430,1.7128102779388428,1.4572339057922363,2.380967617034912
B075YPTF9H,H/B075YPTF9H.glb,1,1,3,3,2048,2048,2048,2048,8423,12958,0.5479762852191925,0.9606015086174011,0.5558013916015625
B071WSFSGC,C/B071WSFSGC.glb,1,1,3,3,4096,4096,4096,4096,19262,34280,0.4965862035751343,0.20151633024215698,0.20156465470790863
B073P1GGSL,L/B073P1GGSL.glb,1,1,3,3,2048,2048,2048,2048,271,236,0.37836378812789917,0.3300514817237854,0.03271044045686722
B07HSKW3D6,6/B07HSKW3D6.glb,1,1,3,3,2048,2048,2048,2048,5801,6556,1.299620509147644,0.4946047365665436,0.400171160697937
B07ML7J5GN,N/B07ML7J5GN.glb,1,1,3,3,4096,4096,4096,4096,4591,6238,1.1873388290405273,0.6238125562667847,0.423559308052063
B07QB8L7ZC,C/B07QB8L7ZC.glb,1,1,3,3,4096,4096,4096,4096,16335,31040,0.2215094342827797,0.2777901589870453,0.22150946408510208
B07QB8LPQ6,6/B07QB8LPQ6.glb,1,1,3,3,4096,4096,4096,4096,4762,8400,0.2654430866241455,0.4036366939544678,0.2654430419206619
B075Z9QB8P,P/B075Z9QB8P.glb,1,1,3,3,2048,2048,2048,2048,4700,6908,2.1998214721679688,0.7566297650337219,0.9999999701976776
B07MFXP658,8/B07MFXP658.glb,1,1,3,3,4096,4096,4096,4096,187832,365934,1.8726006746292114,1.3558599948883057,2.039785146713257
B07ML7P94G,G/B07ML7P94G.glb,1,1,3,3,4096,4096,4096,4096,28840,39108,0.7469201683998108,0.7378398776054382,0.7469201683998108
B07B4LZPCF,F/B07B4LZPCF.glb,1,1,3,3,2048,2048,2048,2048,39234,72804,0.9861133396625519,1.0553427934646606,1.1577881574630737
B07QJ1WX64,4/B07QJ1WX64.glb,1,1,3,3,4096,4096,4096,4096,54859,100824,1.6103439331054688,1.294942855834961,1.870120346546173
B072ZMHBKQ,Q/B072ZMHBKQ.glb,1,1,3,3,2048,2048,2048,2048,6638,9800,0.3700000047683716,0.5077966451644897,0.28813834488391876
B07TQ8KH1V,V/B07TQ8KH1V.glb,1,1,3,3,4096,4096,4096,4096,10868,18404,1.530350148677826,0.7733500003814697,0.6032500267028809
B07J2YWSJN,N/B07J2YWSJN.glb,1,1,3,3,2048,2048,2048,2048,11809,19694,2.036465287208557,0.9125135540962219,0.9801717400550842
B07QJ23T42,2/B07QJ23T42.glb,1,1,3,3,4096,4096,4096,4096,39966,69404,0.611164927482605,1.0647388696670532,0.6692728400230408
B072JG2DHH,H/B072JG2DHH.glb,1,1,3,3,2048,2048,2048,2048,7568,13424,0.9435549974441528,0.4790792763233185,0.7031629681587219
B073P6FYT4,4/B073P6FYT4.glb,1,1,3,3,4096,4096,4096,4096,426,658,0.5051105618476868,0.5050501823425293,0.03708932295441625
B084MXRPMB,B/B084MXRPMB.glb,1,1,3,3,4096,4096,4096,4096,179362,350120,2.254554510116577,1.157841682434082,2.164857864379883
B07BWMSQ7D,D/B07BWMSQ7D.glb,1,1,3,3,2048,2048,2048,2048,19259,31052,3.4233357906341553,0.9994598031044006,2.0479629039764404
B07QKW6KWK,K/B07QKW6KWK.glb,1,1,3,3,4096,4096,4096,4096,47556,79787,0.7118348822953355,1.1084559765918562,0.7009891648085831
B07HSGPG2D,D/B07HSGPG2D.glb,1,1,3,3,2048,2048,2048,2048,9648,13406,0.8882849216461182,0.8875105977058411,0.20244442164897913
B07HZ72KXX,X/B07HZ72KXX.glb,1,1,3,3,4096,4096,4096,4096,31463,54616,1.9622239470481873,0.9733069539070129,1.026616394519806
B07R7XFD22,2/B07R7XFD22.glb,1,1,3,3,4096,4096,4096,4096,52211,38825,1.9303998108863907,0.5588000854968926,2.032000674247675
B07B4D48Q5,5/B07B4D48Q5.glb,1,1,3,3,2048,2048,2048,2048,30854,56004,1.9869836568832397,0.8697433471679688,0.9403096437454224
B07DBHPK2G,G/B07DBHPK2G.glb,1,1,3,3,2048,2048,2048,2048,10564,19204,0.7562451064586639,0.7571001052856445,1.2876026034355164
B07H8JNCDR,R/B07H8JNCDR.glb,1,1,3,3,2048,2048,2048,2048,9128,4750,1.1999999284744263,0.2088477462530136,0.6852152943611145
B071225BBS,S/B071225BBS.glb,1,1,3,3,4096,4096,4096,4096,6798,12320,0.27000199604753017,0.27990396499061343,0.2700020043893179
B072PWGSZL,L/B072PWGSZL.glb,1,1,3,3,4096,4096,4096,4096,13849,23184,1.6002000416345359,1.2700000020431894,2.18440008163452
B07M6PK31S,S/B07M6PK31S.glb,1,2,3,3,4096,4096,4096,4096,18703,34810,1.1836714148521423,0.7402051091194153,0.4586729407310486
B0853KPWHP,P/B0853KPWHP.glb,1,1,3,3,4096,4096,4096,4096,14943,27852,0.5003799796104431,0.9296399354934692,0.6197599768638611
B07HZ7PG2X,X/B07HZ7PG2X.glb,1,1,3,3,4096,4096,4096,4096,22362,38292,1.236984372138977,1.0080469846725464,0.9513659477233887
B0735CKD6R,R/B0735CKD6R.glb,1,1,3,3,4096,4096,4096,4096,14544,13392,0.7111999564647667,0.71119999885559,0.3555999782323834
B075YP4WVQ,Q/B075YP4WVQ.glb,1,1,3,3,4096,4096,4096,4096,19404,34544,0.46839839220046997,1.09267258644104,0.5623707473278046
B07HK3HJ6P,P/B07HK3HJ6P.glb,1,1,4,4,4096,4096,4096,4096,3108,5240,0.2306547686457634,0.5693033337593079,0.23065482825040817
B07GG2Q6JV,V/B07GG2Q6JV.glb,1,1,3,3,2048,2048,2048,2048,1510,1834,1.3133623600006104,0.5652119517326355,0.400887593626976
B075HX9TCW,W/B075HX9TCW.glb,1,1,3,3,2048,2048,2048,2048,4038,7228,0.07999645918607712,0.1779262125492096,0.06397365778684616
B075YP3881,1/B075YP3881.glb,1,1,3,3,2048,2048,2048,2048,25296,38556,0.7497466802597046,0.7986568212509155,0.4155242443084717
B075YP38DX,X/B075YP38DX.glb,1,1,3,3,2048,2048,2048,2048,12895,24712,0.5353464484214783,0.9236390590667725,0.6231892704963684
B07QJXK4CD,D/B07QJXK4CD.glb,1,1,3,3,4096,4096,4096,4096,27229,49156,0.7112567722797394,1.026523232460022,0.7941020727157593
B07QD6Z6NZ,Z/B07QD6Z6NZ.glb,1,1,3,3,4096,4096,4096,4096,3210,5888,0.19303937256336212,0.177128404378891,0.19303937256336212
B07QHYD4N5,5/B07QHYD4N5.glb,1,1,3,3,4096,4096,4096,4096,7325,13508,0.40004999935626984,0.40639999508857727,0.40004996955394745
B07S574Z4R,R/B07S574Z4R.glb,1,1,3,3,4096,4096,4096,4096,162083,303830,0.723760336637497,1.141042709350586,0.8012689650058746
B07L3WRJ6R,R/B07L3WRJ6R.glb,1,1,3,3,4096,4096,4096,4096,25045,37840,0.6667500208388336,1.104899929093009,0.7238999619473323
B07MCCRYSR,R/B07MCCRYSR.glb,1,1,3,3,4096,4096,4096,4096,205579,392184,2.3033499717712402,1.6312086582183838,2.222256660461426
B075HXLWS3,3/B075HXLWS3.glb,1,1,3,3,2048,2048,2048,2048,4028,7176,0.16925811767578125,0.20676439255475998,0.07766422098502512
B07TQ7T2C2,2/B07TQ7T2C2.glb,1,1,3,3,4096,4096,4096,4096,4652,6288,0.7600000662403782,0.7899999743700015,0.440000073045871
B07B8J8LXH,H/B07B8J8LXH.glb,1,1,3,3,2048,2048,2048,2048,1655,1778,0.6118872463703156,0.6376418471336365,0.6097767055034637
B07HPQN9ZJ,J/B07HPQN9ZJ.glb,1,1,3,3,2048,2048,2048,2048,14228,24822,1.8185052275657654,0.9296529293060303,1.1214327812194824
B07QB8L3M9,9/B07QB8L3M9.glb,1,1,3,3,4096,4096,4096,4096,3381,5282,0.1883513629436493,0.2598051428794861,0.1883513629436493
B072PZSJ41,1/B072PZSJ41.glb,1,1,3,3,2048,2048,2048,2048,9580,16994,1.0244788527488708,1.0098240375518799,1.0383400917053223
B07TWLVLCY,Y/B07TWLVLCY.glb,1,1,3,3,4096,4096,4096,4096,34361,65600,0.5591284036636353,0.8436911702156067,0.5913801193237305
B075Z85VX9,9/B075Z85VX9.glb,1,1,3,3,2048,2048,2048,2048,4710,7068,1.3867791295051575,0.46798139810562134,0.7748168110847473
B07HSB4WV6,6/B07HSB4WV6.glb,1,1,3,3,2048,2048,2048,2048,3776,6536,0.4617331176996231,1.0842832326889038,0.5464856922626495
B082QBBY7R,R/B082QBBY7R.glb,1,1,3,3,4096,4096,4096,4096,20737,38818,0.9396896064281464,0.8656709790229797,1.0656245946884155
B07Q6MCXZT,T/B07Q6MCXZT.glb,1,1,3,3,4096,4096,4096,4096,7955,12060,1.299999952316284,0.8670000831163802,0.41999999830355955
B07QHL81NZ,Z/B07QHL81NZ.glb,1,1,3,3,4096,4096,4096,4096,5089,9760,0.2451118305325508,0.2698301672935486,0.2451118305325508
B07HSK7YBM,M/B07HSK7YBM.glb,1,1,3,3,4096,4096,4096,4096,24858,43332,0.8356824219226837,0.8692699074745178,0.40522438287734985
B07QDNRBX2,2/B07QDNRBX2.glb,1,1,3,3,4096,4096,4096,4096,10702,17940,1.61514413356781,1.6308480501174927,2.0165412425994873
B07HYYF5YX,X/B07HYYF5YX.glb,1,1,3,3,4096,4096,4096,4096,35608,62718,1.9617051482200623,0.9460507035255432,1.0339054465293884
B013TGFGWS,S/B013TGFGWS.glb,1,1,3,3,4096,4096,4096,4096,4999,9548,0.3349999785423279,0.22100000083446503,0.05706699751317501
B07HSKKD1S,S/B07HSKKD1S.glb,1,1,3,3,2048,2048,2048,2048,21300,37076,0.4450609087944031,1.172736644744873,0.5845073461532593
B087CQ3FTY,Y/B087CQ3FTY.glb,1,1,3,3,4096,4096,4096,4096,18501,29998,1.3972957134246826,0.7496474981307983,0.4471997618675232
B07B4FZXL1,1/B07B4FZXL1.glb,1,1,3,3,4096,4096,4096,4096,18171,33708,0.9979049861431122,0.39833277463912964,0.9977769255638123
B07QCQ1H1V,V/B07QCQ1H1V.glb,1,1,3,3,4096,4096,4096,4096,12277,21928,0.507536381483078,1.019692063331604,0.6198870539665222
B075X2YJHZ,Z/B075X2YJHZ.glb,1,1,4,4,2048,2048,2048,2048,80309,153008,0.8791744112968445,1.5041835880256258,0.883966326713562
B0761XFJDX,X/B0761XFJDX.glb,1,1,3,3,2048,2048,2048,2048,19909,33984,0.8912228345870972,0.45521295070648193,0.9012625813484192
B07QS3M9BS,S/B07QS3M9BS.glb,1,1,3,3,4096,4096,4096,4096,49641,79991,0.6730000532728366,1.1869998462796256,0.7240000292934174
B07DB92LG4,4/B07DB92LG4.glb,1,1,3,3,2048,2048,2048,2048,36654,42496,1.1880509853363037,0.7389767169952393,0.3917941600084305
B071V85DLN,N/B071V85DLN.glb,1,1,3,3,4096,2048,4096,2048,27911,38536,0.703034907579422,1.126608967781067,0.8850778043270111
B074KMJ96Q,Q/B074KMJ96Q.glb,1,1,3,3,2048,2048,2048,2048,15254,23746,1.1666589379310608,0.3614102602005005,0.7190444469451904
B07HSBD6TF,F/B07HSBD6TF.glb,1,1,3,3,2048,2048,2048,2048,296197,585920,0.4577895998954773,0.7914173941332887,0.5871235877275467
B07HSJDN75,5/B07HSJDN75.glb,1,1,3,3,2048,2048,2048,2048,1254,1134,1.0686306953430176,0.7607056498527527,0.40857645869255066
B07JQTGKS7,7/B07JQTGKS7.glb,1,1,3,3,2048,2048,2048,2048,14941,25216,0.7319624125957489,0.992906391620636,0.8793128132820129
B07H8SM6RM,M/B07H8SM6RM.glb,1,1,3,3,4096,4096,4096,4096,600,540,1.01980984210968,0.29997402053453465,0.1998980189530774
B0842HBF31,1/B0842HBF31.glb,1,1,3,3,4096,4096,4096,4096,2808,5120,0.2601764351129532,0.21955759823322296,0.2601763904094696
B07B4P4M31,1/B07B4P4M31.glb,1,1,3,3,2048,2048,2048,2048,14903,27376,1.8838305473327637,0.9631981253623962,0.9503245055675507
B00XBC3J84,4/B00XBC3J84.glb,1,1,3,3,4096,4096,4096,4096,51060,92440,0.6474542021751404,0.9591255187988281,0.6464415788650513
B07K77KZ7T,T/B07K77KZ7T.glb,1,1,3,3,4096,4096,4096,4096,5434,7948,1.3997938990715748,0.7599680466245713,0.5499100000234696
B07JPDHN5P,P/B07JPDHN5P.glb,1,1,3,3,2048,2048,2048,2048,34060,53394,1.0961929559707642,1.1093559265136719,1.0872142314910889
B07HGGVRCZ,Z/B07HGGVRCZ.glb,1,1,3,3,4096,4096,4096,4096,22549,39464,0.6090842485427856,1.0801390409469604,0.6164578199386597
B07B4ZFD2X,X/B07B4ZFD2X.glb,1,1,3,3,2048,2048,2048,2048,24838,44949,1.827500820159912,1.2966272830963135,2.208427667617798
B082VLZ7SC,C/B082VLZ7SC.glb,1,1,3,3,4096,4096,4096,4096,28039,51412,0.8149875998497009,1.0880464315414429,0.9131565690040588
B07DTLWMPR,R/B07DTLWMPR.glb,1,1,4,4,2048,2048,2048,2048,14574,21032,0.8145664036273956,1.3312602043151855,0.7850632071495056
B01LP0VI3G,G/B01LP0VI3G.glb,1,1,3,3,4096,4096,4096,4096,5734,10752,1.8836349248886108,0.02139851823449135,0.6157374978065491
B07B4ZFC5H,H/B07B4ZFC5H.glb,1,1,3,3,2048,2048,2048,2048,13472,21214,0.9725967049598694,1.318092942237854,0.4837196618318558
B07B51QM99,9/B07B51QM99.glb,1,1,3,3,2048,2048,2048,2048,4137,7858,2.4230153560638428,0.00849812012165785,1.5127321481704712
B07HSBMWDB,B/B07HSBMWDB.glb,1,1,3,3,2048,2048,2048,2048,19711,35104,0.4450608789920807,1.1679325103759766,0.5842491388320923
B07B4M6933,3/B07B4M6933.glb,1,1,3,3,2048,2048,2048,2048,29382,51472,2.9491729736328125,0.815232515335083,2.007212281227112
B07B4NWFW7,7/B07B4NWFW7.glb,1,1,3,3,2048,2048,2048,2048,6453,11472,0.9715375304222107,0.967467188835144,0.8348706066608429
B07B4YRZ1D,D/B07B4YRZ1D.glb,1,1,4,4,2048,2048,2048,2048,22641,43157,0.5779930651187897,0.3868589401245117,0.15181660652160645
B07BMTNH31,1/B07BMTNH31.glb,1,1,3,3,2048,2048,2048,2048,2718,5124,0.5108506679534912,0.5087352395057678,0.16127759218215942
B07MBFDJMK,K/B07MBFDJMK.glb,1,1,4,4,4096,4096,4096,4096,13728,24208,0.1837020069360733,0.3115493059158325,0.27240103837102647
B07N2ZJYH6,6/B07N2ZJYH6.glb,1,1,3,3,4096,4096,4096,4096,22634,41240,0.7752606868743896,1.0816786289215088,0.83070307970047
B07CDRN3QJ,J/B07CDRN3QJ.glb,1,1,3,3,2048,2048,2048,2048,29551,35443,3.433650493621826,0.9922513365745544,2.055250406265259
B0856G7YXQ,Q/B0856G7YXQ.glb,1,1,3,3,4096,4096,4096,4096,11472,20764,0.5056590437889099,0.7900517582893372,0.49116912484169006
B075X4VWF9,9/B075X4VWF9.glb,1,1,3,3,2048,2048,2048,2048,31782,43560,2.278140664100647,0.854761004447937,0.9413541853427887
B07HGD179J,J/B07HGD179J.glb,1,1,3,3,4096,4096,4096,4096,14229,24790,0.6338025033473969,0.4824763238430023,0.6144267618656158
B07B7HVCMB,B/B07B7HVCMB.glb,1,1,3,3,2048,2048,2048,2048,5636,8752,0.45452845096588135,0.5537108778953552,0.4545285701751709
B07BW8QTX1,1/B07BW8QTX1.glb,1,1,3,3,2048,2048,2048,2048,48461,82284,2.426948666572571,0.8817503452301025,3.459657669067383
B075HWDSFH,H/B075HWDSFH.glb,1,1,3,3,2048,2048,2048,2048,2565,4506,0.16359324753284454,0.19745638966560364,0.0792142003774643
B075X2G512,2/B075X2G512.glb,1,1,4,4,2048,2048,2048,2048,18304,30484,0.14916732907295227,0.3707348108291626,0.33888407051563263
B07DBFFHXP,P/B07DBFFHXP.glb,1,1,3,3,2048,2048,2048,2048,9817,16248,1.1673295497894287,0.6034010648727417,0.3444953113794327
B07DBHB67R,R/B07DBHB67R.glb,1,1,3,3,2048,2048,2048,2048,17359,32126,0.7941386103630066,0.822667121887207,0.7477429509162903
B077PR596W,W/B077PR596W.glb,1,1,3,3,2048,2048,2048,2048,1576,2262,0.7499961853027344,1.279999017715454,0.2499997243285179
B07B4W5RF7,7/B07B4W5RF7.glb,1,1,3,3,4096,4096,4096,4096,9175,13444,0.9144604802131653,0.7003701329231262,0.43150022625923157
B07CBP4FG7,7/B07CBP4FG7.glb,1,1,4,4,2048,2048,2048,2048,3357,4736,0.3349207043647766,0.42250144481658936,0.31321945786476135
B07BWKFNF6,6/B07BWKFNF6.glb,1,1,3,3,4096,4096,4096,4096,10744,18652,0.8305798142797278,0.8991599681853846,0.8788399248238056
B07DHK5DHN,N/B07DHK5DHN.glb,1,1,3,3,4096,4096,4096,4096,79460,134180,0.11481019854545593,0.5097799897193909,0.4559300434589382
B07HSJXP8D,D/B07HSJXP8D.glb,1,1,3,3,2048,2048,2048,2048,1436,1590,2.602513313293457,0.7523687481880188,1.0001757144927979
B07JV941WY,Y/B07JV941WY.glb,1,1,3,3,2048,2048,2048,2048,12070,17360,0.784689724445343,0.4639902672171594,0.583068311214447
B07QJKWBZV,V/B07QJKWBZV.glb,1,1,3,3,4096,4096,4096,4096,13902,26720,0.25378958880901337,0.22083939611911774,0.25378960371017456
B078JH73F4,4/B078JH73F4.glb,1,1,3,3,2048,2048,2048,2048,2130,3920,0.23031655699014664,0.20216308534145355,0.23031655699014664
B07SG5G5JJ,J/B07SG5G5JJ.glb,1,1,3,3,4096,4096,4096,4096,20626,37296,1.0400000214576721,0.48999983365719446,0.690000057220459
B07MBFDHM9,9/B07MBFDHM9.glb,1,1,4,4,4096,4096,4096,4096,30792,54546,0.24014084041118622,0.5107666254043579,0.2401408925652504
B07QFP5Y7M,M/B07QFP5Y7M.glb,1,1,3,3,4096,4096,4096,4096,2921,5456,0.6076828837394714,0.432504802942276,0.6076828241348267
B07QJLBQCW,W/B07QJLBQCW.glb,1,1,4,4,4096,4096,4096,4096,9246,16032,0.21627651154994965,0.4037344753742218,0.21627648919820786
B07DBHGHS7,7/B07DBHGHS7.glb,1,1,3,3,2048,2048,2048,2048,17484,28802,0.4340672194957733,1.117186427116394,0.5342438817024231
B07QB6C9R8,8/B07QB6C9R8.glb,1,1,3,3,4096,4096,4096,4096,4356,5340,0.990599871802331,0.6603998948534339,0.49860187367407593
B07QCMB9GH,H/B07QCMB9GH.glb,1,1,3,3,4096,4096,4096,4096,5397,9000,0.742192268371582,0.47600099444389343,0.5978750586509705
B0836YQ7QX,X/B0836YQ7QX.glb,1,1,3,3,4096,4096,4096,4096,19380,32532,1.352550745010376,0.7556537389755249,0.573955625295639
B084S6PZT8,8/B084S6PZT8.glb,1,1,3,3,4096,4096,4096,4096,15653,23788,1.699999928474426,0.7600001253801166,0.6899999805057745
B071JLRR3T,T/B071JLRR3T.glb,1,1,3,3,4096,4096,4096,4096,54041,61456,0.9144000113010406,1.8287999629974365,0.4572000503540039
B07TP5LKBH,H/B07TP5LKBH.glb,1,1,3,3,4096,4096,4096,4096,6323,7602,1.5239998385906255,0.4499999916788153,0.39499999017258586
B07BWJCZCR,R/B07BWJCZCR.glb,1,1,3,3,2048,2048,2048,2048,43903,81256,2.983817934989929,0.8774465918540955,1.9382519125938416
B07B7J5XSQ,Q/B07B7J5XSQ.glb,1,1,3,3,2048,2048,2048,2048,4965,8780,0.4026716351509094,0.5483300685882568,0.41465799510478973
B075X2Y3VK,K/B075X2Y3VK.glb,1,1,4,4,2048,2048,2048,2048,6435,10260,0.27770447731018066,0.59749436378479,0.2781114876270294
B07B4MTFQR,R/B07B4MTFQR.glb,1,1,3,3,2048,2048,2048,2048,7794,13948,1.106776773929596,0.9634575247764587,0.9588148891925812
B07QXY5VRD,D/B07QXY5VRD.glb,1,1,3,3,4096,4096,4096,4096,24176,41527,1.8000000059604628,0.8099999034404772,0.8599999796019658
B01MQJV7ID,D/B01MQJV7ID.glb,1,1,3,3,4096,4096,4096,4096,45910,78700,0.6621735951583573,1.1069319214355742,0.7391399430505173
B07P6JWDC1,1/B07P6JWDC1.glb,1,1,3,3,4096,4096,4096,4096,20328,34774,0.7707993984222412,0.5003810524940491,0.5689600706100464
B074KLN3HW,W/B074KLN3HW.glb,1,1,3,3,2048,2048,2048,2048,13698,20618,1.1497819423675537,0.48016002774238586,0.6351092755794525
B07SPYDLCC,C/B07SPYDLCC.glb,1,1,3,3,4096,4096,4096,4096,28535,53998,0.4941372573375702,0.8101387619972229,0.566456139087677
B07B4W239P,P/B07B4W239P.glb,1,1,3,3,2048,2048,2048,2048,12941,23733,2.349761962890625,1.5904521942138672,2.772740364074707
B07B4YVXC7,7/B07B4YVXC7.glb,1,1,4,4,2048,2048,2048,2048,24427,39431,0.22349706292152405,0.5022608637809753,0.6244389224052433
B07RMYWFHY,Y/B07RMYWFHY.glb,1,1,3,3,4096,4096,4096,4096,5036,7224,1.0061988830566406,1.9992775917053223,0.5705468058586121
B07ZVLSZTV,V/B07ZVLSZTV.glb,1,1,3,3,4096,4096,4096,4096,352658,587435,0.6987570822238922,0.8407400250434875,0.24384001642465591
B075X543QN,N/B075X543QN.glb,1,1,3,3,2048,2048,2048,2048,21291,38936,0.7416574656963348,0.4861038625240326,0.5855203866958618
B07B7B3RVS,S/B07B7B3RVS.glb,1,1,3,3,2048,2048,2048,2048,7360,9430,0.5782012641429901,0.8425824046134949,0.6821832358837128
B00DIHVMEA,A/B00DIHVMEA.glb,1,1,3,3,4096,4096,4096,4096,21866,37420,0.29717996949344166,0.3874224193440409,0.1676400032188673
B07P9Y5SDP,P/B07P9Y5SDP.glb,1,1,3,3,4096,4096,4096,4096,14101,23396,1.0167380571365356,0.9189687371253967,0.9397396445274353
B07GFWLSS4,4/B07GFWLSS4.glb,1,1,3,3,2048,2048,2048,2048,696,768,0.8929477334022522,0.7243757247924805,0.4977150112390518
B07BWM2CTH,H/B07BWM2CTH.glb,1,1,3,3,4096,4096,4096,4096,21657,36772,2.0294599533081,0.899162568938036,1.5798800599393374
B075X4VQV1,1/B075X4VQV1.glb,1,1,3,3,2048,2048,2048,2048,17699,31323,1.5189733505249023,0.9455193281173706,0.8008109331130981
B076YFNTRS,S/B076YFNTRS.glb,1,1,3,3,4096,4096,4096,4096,11940,15620,0.044185977429151535,0.023093964904546738,0.14479803293943405
B07DBCYRJJ,J/B07DBCYRJJ.glb,1,1,3,3,4096,4096,4096,4096,9764,16784,0.29972000420093536,0.7010399699211121,0.5994399785995483
B07F9X919G,G/B07F9X919G.glb,1,2,4,4,2048,2048,2048,2048,13292,24528,0.2766354829072952,0.5365747213363647,0.27663561701774597
